antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
furniture_decor,health_beauty,0.2796143250688705,0.09641873278236915,0.004132231404958678,0.01477832512315271,0.1532723434201267,1.0,-0.022827827485979252,0.9171349862258953,-0.8846408352327035,0.011111111111111112,-0.09035203652529136,0.028817733990147785
health_beauty,furniture_decor,0.09641873278236915,0.2796143250688705,0.004132231404958678,0.04285714285714286,0.1532723434201267,1.0,-0.022827827485979252,0.7526417499280457,-0.8594285714285714,0.011111111111111112,-0.3286533733952472,0.028817733990147785
market_place,health_beauty,0.01652892561983471,0.09641873278236915,0.0027548209366391185,0.16666666666666666,1.7285714285714284,1.0,0.0011611228741206202,1.084297520661157,0.42857142857142855,0.025,0.07774390243902438,0.09761904761904762
health_beauty,market_place,0.09641873278236915,0.01652892561983471,0.0027548209366391185,0.02857142857142857,1.7285714285714284,1.0,0.0011611228741206202,1.012396694214876,0.4664634146341463,0.025,0.012244897959183671,0.09761904761904762
housewares,market_place,0.14049586776859505,0.01652892561983471,0.0027548209366391185,0.0196078431372549,1.1862745098039216,1.0,0.0004325751883978782,1.0031404958677688,0.1826923076923077,0.017857142857142856,0.0031306640303180085,0.09313725490196079
market_place,housewares,0.01652892561983471,0.14049586776859505,0.0027548209366391185,0.16666666666666666,1.1862745098039216,1.0,0.0004325751883978782,1.031404958677686,0.1596638655462185,0.017857142857142856,0.030448717948717934,0.09313725490196079
market_place,bed_bath_table,0.01652892561983471,0.2727272727272727,0.0027548209366391185,0.16666666666666666,0.6111111111111112,1.0,-0.0017530678687703478,0.8727272727272727,-0.39285714285714285,0.009615384615384616,-0.14583333333333331,0.08838383838383838
bed_bath_table,market_place,0.2727272727272727,0.01652892561983471,0.0027548209366391185,0.010101010101010102,0.6111111111111112,1.0,-0.0017530678687703478,0.9935064935064936,-0.4666666666666666,0.009615384615384616,-0.0065359477124183,0.08838383838383838
market_place,perfumery,0.01652892561983471,0.03581267217630854,0.0013774104683195593,0.08333333333333333,2.3269230769230766,1.0,0.0007854654736698313,1.051840721262209,0.5798319327731092,0.02702702702702703,0.04928571428571428,0.060897435897435896
perfumery,market_place,0.03581267217630854,0.01652892561983471,0.0013774104683195593,0.038461538461538464,2.326923076923077,1.0,0.0007854654736698313,1.022809917355372,0.5914285714285714,0.02702702702702703,0.022301228183581125,0.060897435897435896
market_place,furniture_decor,0.01652892561983471,0.2796143250688705,0.004132231404958678,0.25,0.894088669950739,1.0,-0.0004894929763449669,0.960514233241506,-0.1074999999999999,0.014150943396226415,-0.041108986615678765,0.13238916256157635
furniture_decor,market_place,0.2796143250688705,0.01652892561983471,0.004132231404958678,0.01477832512315271,0.894088669950739,1.0,-0.0004894929763449669,0.9982231404958678,-0.141215106732348,0.014150943396226415,-0.0017800223537690933,0.13238916256157635
"bed_bath_table, market_place",perfumery,0.0027548209366391185,0.03581267217630854,0.0013774104683195593,0.5,13.961538461538462,1.0,0.0012787529692112713,1.9283746556473829,0.930939226519337,0.037037037037037035,0.48142857142857143,0.2692307692307692
"market_place, perfumery",bed_bath_table,0.0013774104683195593,0.2727272727272727,0.0013774104683195593,1.0,3.666666666666667,1.0,0.0010017530678687705,inf,0.7282758620689656,0.005050505050505051,1.0,0.5025252525252525
"bed_bath_table, perfumery",market_place,0.0013774104683195593,0.01652892561983471,0.0013774104683195593,1.0,60.5,1.0,0.0013546433531407235,inf,0.9848275862068964,0.08333333333333333,1.0,0.5416666666666666
market_place,"bed_bath_table, perfumery",0.01652892561983471,0.0013774104683195593,0.0013774104683195593,0.08333333333333333,60.49999999999999,1.0,0.0013546433531407235,1.0894064613072878,0.9999999999999999,0.08333333333333333,0.08206896551724137,0.5416666666666666
perfumery,"bed_bath_table, market_place",0.03581267217630854,0.0027548209366391185,0.0013774104683195593,0.038461538461538464,13.961538461538462,1.0,0.0012787529692112713,1.0371349862258952,0.9628571428571429,0.037037037037037035,0.03580535486612835,0.2692307692307692
